longitude,utc,grades_from_north,_RAW,valid,speed,timestamp,latitude,identifier
-70.69321186666667,220248.70,182.470,"$GPVTG,182.470,T,182.470,M,8.226,N,15.235,K,A*1D",1,15.235,1519765496.881807,-33.997051191666664,011
-70.69321894,220249.50,195.065,"$GPGGA,220249.50,3359.8247167,S,07041.5931364,W,1,07,1.8,488.731,M,29.60,M,,*53",1,13.620,1519765497.919686,-33.997078611666666,011
-70.69323109,220250.30,210.959,"$GPVTG,210.959,T,210.959,M,6.824,N,12.638,K,A*15",1,12.638,1519765498.949622,-33.997101031666666,011
-70.693272475,220253.50,198.798,"$GPVTG,198.798,T,198.798,M,5.610,N,10.390,K,A*1A",1,10.390,1519765500.198844,-33.99717252333333,011
-70.69327969833333,220254.70,188.472,"$GPVTG,188.472,T,188.472,M,4.746,N,8.789,K,A*2C",1,8.789,1519765501.933775,-33.99719916833333,011
-70.69328533833334,220255.80,192.139,"$GPVTG,192.139,T,192.139,M,4.719,N,8.740,K,A*23",1,8.740,1519765503.118845,-33.997222343333334,011
-70.69329004833334,220256.80,186.472,"$GPVTG,186.472,T,186.472,M,5.129,N,9.498,K,A*20",1,9.498,1519765504.168627,-33.99724517833333,011
-70.69329768833333,220257.90,190.504,"$GPVTG,190.504,T,190.504,M,7.205,N,13.344,K,A*12",1,13.344,1519765505.25834,-33.99727704833333,011
-70.69330654,220259.00,189.923,"$GPVTG,189.923,T,189.923,M,9.377,N,17.366,K,A*1C",1,17.366,1519765506.340514,-33.99731989,011
-70.69331180333333,220259.80,184.596,"$GPVTG,184.596,T,184.596,M,9.867,N,18.275,K,A*1A",1,18.275,1519765507.365549,-33.997355205,011
-70.69331669833333,220300.70,185.348,"$GPVTG,185.348,T,185.348,M,9.536,N,17.661,K,A*1D",1,17.661,1519765508.395094,-33.99739444833333,011
-70.69332038166667,220301.60,184.710,"$GPVTG,184.710,T,184.710,M,9.538,N,17.665,K,A*17",1,17.665,1519765509.419055,-33.99743409333333,011
-70.69332234,220302.40,183.683,"$GPVTG,183.683,T,183.683,M,9.514,N,17.619,K,A*12",1,17.619,1519765510.456803,-33.997469323333334,011
-70.693324695,220303.20,183.351,"$GPGSA,M,3,11,22,03,31,01,23,,,,,,,4.2,2.3,3.5*3E",1,17.570,1519765511.481607,-33.997504315,011
-70.69332744,220304.30,183.060,"$GPGGA,220304.30,3359.8531128,S,07041.5996464,W,1,06,2.3,489.289,M,29.60,M,,*54",1,17.377,1519765512.509142,-33.99755188,011
-70.693330965,220306.00,182.092,"$GPVTG,182.092,T,182.092,M,9.238,N,17.109,K,A*1D",1,17.109,1519765513.606771,-33.997624136666666,011
-70.69332827,220307.20,171.379,"$GPGSA,M,3,11,22,03,31,17,19,01,23,,,,,2.4,1.3,2.0*37",1,15.968,1519765514.70803,-33.99767314666666,011
-70.69330783833334,220308.40,143.980,"$GPVTG,143.980,T,143.980,M,8.422,N,15.598,K,A*1F",1,15.598,1519765515.77485,-33.99771568333333,011
-70.69326787166666,220309.50,118.956,"$GPVTG,118.956,T,118.956,M,8.896,N,16.476,K,A*1E",1,16.476,1519765516.853806,-33.997742853333335,011
-70.69322570666667,220310.40,108.926,"$GPGGA,220310.40,3359.8654158,S,07041.5935424,W,1,08,1.2,488.904,M,29.60,M,,*5F",1,17.477,1519765517.891636,-33.99775693,011
-70.69316276,220311.60,99.913,"$GPVTG,99.913,T,99.913,M,9.626,N,17.828,K,A*1C",1,17.828,1519765518.922256,-33.99776949666666,011
-70.69310872333334,220312.60,95.711,"$GPVTG,95.711,T,95.711,M,9.711,N,17.985,K,A*1F",1,17.985,1519765519.951303,-33.99777530833333,011
-70.69305375166667,220313.60,95.642,"$GPVTG,95.642,T,95.642,M,9.903,N,18.340,K,A*1E",1,18.340,1519765520.96163,-33.997780033333335,011
-70.69301009666667,220314.40,95.844,"$GPVTG,95.844,T,95.844,M,9.878,N,18.293,K,A*1C",1,18.293,1519765521.972919,-33.99778389833333,011
-70.69293890166666,220315.70,98.816,"$GPVTG,98.816,T,98.816,M,9.901,N,18.337,K,A*1C",1,18.337,1519765523.028844,-33.99779189833333,011
-70.69288500333333,220316.70,103.260,"$GPGGA,220316.70,3359.8681110,S,07041.5731002,W,1,08,1.2,489.225,M,29.60,M,,*5D",1,18.225,1519765524.064997,-33.99780185,011
-70.69283471,220317.70,103.521,"$GPVTG,103.521,T,103.521,M,8.890,N,16.464,K,A*1B",1,16.464,1519765525.089127,-33.997812115,011
-70.69277936,220318.90,102.263,"$GPGGA,220318.90,3359.8693860,S,07041.5667616,W,1,10,1.0,489.397,M,29.60,M,,*52",1,15.468,1519765526.190975,-33.9978231,011
-70.69273219833333,220320.00,95.326,"$GPVTG,95.326,T,95.326,M,7.253,N,13.432,K,A*17",1,13.432,1519765527.347634,-33.997829525,011
-70.692694455,220321.00,79.421,"$GPVTG,79.421,T,79.421,M,6.579,N,12.183,K,A*17",1,12.183,1519765528.38694,-33.99782821,011
-70.69266129833333,220322.10,56.693,"$GPVTG,56.693,T,56.693,M,5.964,N,11.045,K,A*1C",1,11.045,1519765529.487381,-33.997817366666666,011
-70.69263528,220323.20,49.580,"$GPGGA,220323.20,3359.8679337,S,07041.5581168,W,1,09,1.3,489.287,M,29.60,M,,*52",1,10.577,1519765530.538842,-33.997798895,011
-70.69260894,220324.20,66.775,"$GPGSV,4,2,13,03,62,181,50,22,59,134,49,11,54,355,49,17,28,247,48*7E",1,10.630,1519765531.632109,-33.997785415,011
-70.69257675,220325.20,97.510,"$GPGSV,4,3,13,09,25,310,43,31,25,121,47,19,16,226,44,14,10,136,*7A",1,11.499,1519765532.670232,-33.997782415,011
